itag,logFC,logCPM,PValue,FDR,chromosome,begin,end,Human.readable.description,Subject.ID,Description,Score,E.Value,Identities
Solyc11g065190.1.1,0.489874785,5.661379951,0.000470819,0.020122548,SL2.40ch11,47601564,47603523,Ubiquitin-conjugating enzyme E2-like protein (AHRD V1 ***- C1IJE7_9CNID); contains Interpro domain(s)  IPR015582  Ubiquitin-conjugating enzyme E2 H10 ,AT3G20060.1 ,UBC19 | UBC19 (ubiquitin-conjugating enzyme19); ubiquitin-protein ligase | chr3:7002927-7004283 REVERSE, 287 bits (734),3.00E-78, 144/179 (80%)
Solyc01g066880.2.1,1.526712972,1.606694856,0.00047785,0.020372507,SL2.40ch01,67511641,67513016,Copper chaperone (AHRD V1 *--- B6TJ24_MAIZE); contains Interpro domain(s)  IPR006121  Heavy metal transport/detoxification protein ,AT5G27690.1 ,heavy-metal-associated domain-containing protein | chr5:9803796-9805036 FORWARD, 113 bits (283),2.00E-25, 49/70 (70%)
Solyc09g014530.2.1,1.024117421,3.143901966,0.000479657,0.020399058,SL2.40ch09,6149317,6151058,Major latex-like protein (AHRD V1 **-- B5THI3_PANGI); contains Interpro domain(s)  IPR000916  Bet v I allergen ,AT5G28010.1 ,Bet v I allergen family protein | chr5:10024813-10025382 FORWARD, 120 bits (301),3.00E-28, 59/143 (41%)
Solyc05g051500.2.1,0.302872159,8.867621358,0.000480867,0.020400141,SL2.40ch05,61013636,61014768,Histone H3 (AHRD V1 ***- A8MRL0_ARATH); contains Interpro domain(s)  IPR000164  Histone H3 ,AT4G40030.2 ,histone H3.2 | chr4:18555840-18556827 REVERSE, 275 bits (702),9.00E-75, 136/136 (100%)
Solyc06g073190.2.1,0.585756215,4.64915082,0.000483473,0.020449767,SL2.40ch06,41483219,41485991,"Fructokinase-like (AHRD V1 **-* Q307Z3_SOLTU); contains Interpro domain(s)  IPR002173  Carbohydrate/puine kinase, PfkB, conserved site ",AT3G59480.1 ,pfkB-type carbohydrate kinase family protein | chr3:21983103-21984440 FORWARD, 560 bits (1442), e-160, 273/325 (84%)
Solyc07g055100.2.1,0.55483498,4.903891205,0.000484412,0.020449767,SL2.40ch07,60560769,60563278,Transcription factor (AHRD V1 *--- D7LW59_ARALY),AT3G58630.1 ,transcription factor | chr3:21683928-21685771 REVERSE, 206 bits (524),2.00E-53, 135/316 (42%)
Solyc03g119200.2.1,0.603827523,4.300885986,0.000486784,0.020499674,SL2.40ch03,61916311,61921325,Mandelate racemase/muconate lactonizing enzyme family protein (AHRD V1 **** A9GEI3_SORC5); contains Interpro domain(s)  IPR001354  Mandelate racemase/muconate lactonizing enzyme ,AT3G18270.1 ,CYP77A5P | CYP77A5P; catalytic | chr3:6262010-6264025 FORWARD, 533 bits (1374), e-152, 269/407 (66%)
Solyc08g078810.1.1,1.587012502,2.653573091,0.000489539,0.02056542,SL2.40ch08,59685070,59685231,Unknown Protein (AHRD V1),.,No significant hit found,.,.,.
Solyc09g008800.2.1,-0.306486789,9.433714008,0.000492092,0.02058417,SL2.40ch09,2221397,2223878,60S ribosomal protein L24 (AHRD V1 ***- B3TM46_ELAGV); contains Interpro domain(s)  IPR000988  Ribosomal protein L24e ,AT2G36620.1 ,RPL24A | RPL24A (ribosomal protein L24); structural constituent of ribosome | chr2:15350548-15351819 REVERSE, 239 bits (611),4.00E-64, 129/151 (85%)
Solyc12g096550.1.1,-0.751927241,3.977530566,0.000493188,0.02058417,SL2.40ch12,63760005,63762826,Pheophorbide a oxygenase family (AHRD V1 **-- B4VSS3_9CYAN); contains Interpro domain(s)  IPR013626  Pheophorbide a oxygenase ,AT2G24820.1 ,"TIC55 | TIC55 (TRANSLOCON AT THE INNER ENVELOPE MEMBRANE OF CHLOROPLASTS 55); 2 iron, 2 sulfur cluster binding / electron carrier/ oxidoreductase | chr2:10575038-10576829 FORWARD", 756 bits (1953),0, 354/466 (75%)
Solyc03g119690.1.1,-0.628087782,4.960113771,0.000494088,0.02058417,SL2.40ch03,62293271,62294875,Aspartic proteinase nepenthesin-1 (AHRD V1 **-- C0JAA3_9ORYZ); contains Interpro domain(s)  IPR001461  Peptidase A1 ,AT3G18490.1 ,aspartyl protease family protein | chr3:6349090-6350592 REVERSE, 549 bits (1414), e-156, 287/501 (57%)
Solyc04g074500.2.1,0.780731874,4.872439127,0.000495661,0.02058417,SL2.40ch04,58086749,58090596,Serine-threonine protein kinase (AHRD V1 **** Q09VQ1_WHEAT); contains Interpro domain(s)  IPR015740  Plant protein serine/threonine kinase-like ,AT1G78290.3 ,"serine/threonine protein kinase, putative | chr1:29457457-29458909 REVERSE", 502 bits (1292), e-142, 238/305 (78%)
Solyc06g076850.2.1,-0.435772887,5.946639712,0.000496881,0.02058417,SL2.40ch06,44132035,44135117,Binding protein (AHRD V1 ***- D7LLC0_ARALY); contains Interpro domain(s)  IPR011990  Tetratricopeptide-like helical ,AT2G29670.1 ,binding | chr2:12682309-12684745 REVERSE, 533 bits (1374), e-152, 302/568 (53%)
Solyc06g083170.2.1,0.948069157,3.835642537,0.00049722,0.02058417,SL2.40ch06,44995035,44997756,Transcription factor (AHRD V1 *-** D6MKM4_9ASPA); contains Interpro domain(s)  IPR011598  Helix-loop-helix DNA-binding ,AT3G07340.1 ,basic helix-loop-helix (bHLH) family protein | chr3:2341188-2343288 REVERSE, 248 bits (634),4.00E-66, 194/508 (38%)
Solyc06g009630.1.1,-0.531389237,7.540925391,0.000498351,0.02058417,SL2.40ch06,3584164,3584547,CP12 (AHRD V1 ***- O24136_TOBAC); contains Interpro domain(s)  IPR003823  Protein of unknown function CP12 ,AT3G62410.1 ,"CP12-2, CP12 | CP12-2; protein binding | chr3:23091006-23091401 FORWARD", 123 bits (309),2.00E-29, 73/133 (54%)
Solyc03g005910.2.1,1.831286418,1.915140656,0.000499879,0.020597902,SL2.40ch03,614359,618748,"GDSL esterase/lipase At1g29670 (AHRD V1 ***- GDL15_ARATH); contains Interpro domain(s)  IPR001087  Lipase, GDSL ",AT1G29670.1 ,GDSL-motif lipase/hydrolase family protein | chr1:10375843-10377717 FORWARD, 317 bits (812),7.00E-87, 172/366 (46%)
Solyc04g077170.2.1,0.949109987,3.002247576,0.000502169,0.020642869,SL2.40ch04,59687124,59688129,EPIDERMAL PATTERNING FACTOR-like protein 2 (AHRD V1 ***- EPFL2_ARATH),AT4G37810.1 ,unknown protein | chr4:17780970-17781544 FORWARD, 104 bits (259),2.00E-23, 62/138 (44%)
Solyc08g080120.2.1,-0.861682286,5.30287186,0.000506499,0.020771276,SL2.40ch08,60628961,60633541,Homeobox 2 protein (AHRD V1 ***- Q9ZRB8_SOLLC); contains Interpro domain(s)  IPR005541  KNOX2 ,AT1G62990.1 ,"KNAT7, IXR11 | KNAT7 (KNOTTED-LIKE HOMEOBOX OF ARABIDOPSIS THALIANA 7); DNA binding / transcription activator/ transcription factor | chr1:23337468-23340348 FORWARD", 461 bits (1185), e-130, 231/309 (74%)
Solyc03g007290.2.1,1.088763531,2.971802496,0.000516514,0.021131685,SL2.40ch03,1859030,1861212,Trehalose 6-phosphate phosphatase (AHRD V1 **** D4QAK5_TOBAC); contains Interpro domain(s)  IPR003337  Trehalose-phosphatase ,AT5G51460.2 ,ATTPPA | ATTPPA; trehalose-phosphatase | chr5:20902266-20904292 FORWARD, 331 bits (848),5.00E-91, 159/292 (54%)
Solyc04g005530.2.1,0.372008482,7.428735379,0.00052858,0.02157408,SL2.40ch04,352495,353967,Unknown Protein (AHRD V1),AT3G11810.1 ,unknown protein | chr3:3727819-3728865 FORWARD, 242 bits (617),3.00E-64, 150/338 (44%)
Solyc10g086580.1.1,-0.530276047,6.352386334,0.000533872,0.02173855,SL2.40ch10,64688483,64690961,"Ribulose-1 5-bisphosphate carboxylase/oxygenase activase 1 (AHRD V1 ***- Q9AXG1_GOSHI); contains Interpro domain(s)  IPR003959  ATPase, AAA-type, core ",AT2G39730.2 ,"RCA | RCA (RUBISCO ACTIVASE); ADP binding / ATP binding / enzyme regulator/ ribulose-1,5-bisphosphate carboxylase/oxygenase activator | chr2:16571046-16573345 REVERSE", 705 bits (1819),0, 334/427 (78%)
Solyc08g005240.1.1,0.824200228,4.900519088,0.000536401,0.021790007,SL2.40ch08,162861,166485,Lysine-specific demethylase 5B (AHRD V1 *--* KDM5B_HUMAN); contains Interpro domain(s)  IPR013129  Transcription factor jumonji ,AT5G46910.1 ,transcription factor jumonji (jmj) family protein | chr5:19047780-19050880 FORWARD, 769 bits (1986),0, 391/661 (59%)
Solyc09g005260.2.1,0.907208599,3.650107578,0.00053874,0.021807153,SL2.40ch09,191528,195466,Calcium/proton exchanger (AHRD V1 **** C4JVH2_UNCRE); contains Interpro domain(s)  IPR004713  Calcium/proton exchanger ,AT3G51860.1 ,"CAX3, ATHCX1, CAX1-LIKE, ATCAX3 | CAX3 (CATION EXCHANGER 3); calcium:cation antiporter/ calcium:hydrogen antiporter/ cation:cation antiporter | chr3:19239458-19242519 FORWARD", 589 bits (1519), e-168, 316/449 (70%)
Solyc08g081420.2.1,0.538398547,4.942917724,0.000539355,0.021807153,SL2.40ch08,61656175,61659800,Glycosyltransferase-like protein (AHRD V1 **-- D8RX86_SELML); contains Interpro domain(s)  IPR006740  Protein of unknown function DUF604 ,AT5G41460.1 ,fringe-related protein | chr5:16589724-16592197 REVERSE, 722 bits (1864),0, 348/531 (65%)
Solyc08g077710.2.1,-0.404866754,8.677747853,0.000546001,0.022024157,SL2.40ch08,58783853,58784750,60S ribosomal protein L37a (AHRD V1 ***- Q5GMM4_CAPCH); contains Interpro domain(s)  IPR002674  Ribosomal protein L37ae ,AT3G60245.1 ,60S ribosomal protein L37a (RPL37aC) | chr3:22268803-22269750 FORWARD, 156 bits (395),2.00E-39, 77/91 (84%)
Solyc09g083370.2.1,-0.997698122,2.735663055,0.000558501,0.02243416,SL2.40ch09,64420942,64423430,"30S ribosomal protein S19 (AHRD V1 *-*- RS19_MYCHJ); contains Interpro domain(s)  IPR005713  Ribosomal protein S15, eukaryotic/archaeal ",AT1G04270.1 ,RPS15 | RPS15 (CYTOSOLIC RIBOSOMAL PROTEIN S15); structural constituent of ribosome | chr1:1141852-1142960 REVERSE, 246 bits (627),5.00E-66, 123/152 (80%)
Solyc04g047750.2.1,0.707295171,3.856076048,0.00055877,0.02243416,SL2.40ch04,36138730,36144091,Alpha-taxilin (AHRD V1 ***- B6TZ42_MAIZE); contains Interpro domain(s)  IPR019132  Taxilin ,AT5G50840.2 ,INVOLVED IN: biological_process unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: myosin heavy chain-related (TAIR:AT5G59210.1); Has 48881 Blast hits to 26998 proteins in 1148 species: Archae - 400; Bacteria - 3488; Metazoa - 25141; Fungi - 2545; Plants - 1208; Viruses - 169; Other Eukaryotes - 15930 (source: NCBI BLink). | chr5:20685903-20688739 FORWARD, 167 bits (423),2.00E-42, 92/123 (74%)
Solyc03g033990.1.1,1.176070633,2.061880715,0.000562366,0.022526039,SL2.40ch03,9967264,9968109,Cytochrome c-type biogenesis protein CcmE (AHRD V1 *-*- C7RMP3_ACCPU); contains Interpro domain(s)  IPR004329  CcmE/CycJ protein ,AT3G51790.1 ,ATG1 | ATG1 (ARABIDOPSIS TRANSMEMBRANE PROTEIN G1P-RELATED 1) | chr3:19209893-19210663 REVERSE, 281 bits (718),4.00E-76, 152/257 (59%)
Solyc07g043500.1.1,-0.512899112,7.150158111,0.000566828,0.022604426,SL2.40ch07,54661200,54662525,UDP-glucosyltransferase (AHRD V1 ***- Q8LKG3_STERE); contains Interpro domain(s)  IPR002213  UDP-glucuronosyl/UDP-glucosyltransferase ,AT5G49690.1 ,UDP-glucoronosyl/UDP-glucosyl transferase family protein | chr5:20189968-20191350 REVERSE, 236 bits (601),3.00E-62, 151/442 (34%)
Solyc02g083540.2.1,0.470663262,5.824799558,0.000566948,0.022604426,SL2.40ch02,41475623,41481382,Protein kinase domain containing protein (AHRD V1 *--- Q2R001_ORYSJ); contains Interpro domain(s)  IPR006461  Protein of unknown function Cys-rich ,AT4G35920.2 ,MCA1 | MCA1 (mid1-complementing activity 1) | chr4:17012106-17014192 REVERSE, 593 bits (1529), e-170, 282/417 (67%)
Solyc06g076210.1.1,-1.413145343,1.301182347,0.000577294,0.02296375,SL2.40ch06,43745444,43749319,X1 (Fragment) (AHRD V1 ***- Q3T7E5_ZEAMP); contains Interpro domain(s)  IPR005379  Region of unknown function XH ,AT1G13790.1 ,XH/XS domain-containing protein / XS zinc finger domain-containing protein | chr1:4727438-4730229 FORWARD, 434 bits (1116), e-121, 282/736 (38%)
Solyc03g097440.2.1,-0.80644622,3.459101377,0.000586235,0.023265705,SL2.40ch03,53209998,53213148,11-beta-hydroxysteroid dehydrogenase-like (AHRD V1 **** Q9LUF1_ARATH); contains Interpro domain(s)  IPR002347  Glucose/ribitol dehydrogenase ,AT5G50700.1 ,short-chain dehydrogenase/reductase (SDR) family protein | chr5:20623259-20624995 REVERSE, 433 bits (1114), e-122, 205/342 (59%)
Solyc07g049300.2.1,0.908423635,3.465985972,0.000588057,0.023282599,SL2.40ch07,56872325,56876111,"Endoglucanase 1 (AHRD V1 ***- B6U0J0_MAIZE); contains Interpro domain(s)  IPR001701  Glycoside hydrolase, family 9 ",AT2G32990.1 ,"AtGH9B8 | AtGH9B8 (Arabidopsis thaliana glycosyl hydrolase 9B8); catalytic/ hydrolase, hydrolyzing O-glycosyl compounds | chr2:14003361-14005844 FORWARD", 780 bits (2013),0, 365/490 (74%)
Solyc12g044400.1.1,-0.390204644,6.514944356,0.000589364,0.023282599,SL2.40ch12,44759933,44772028,"Cell division protease ftsH homolog 4 (AHRD V1 *-*- FTSH4_SYNY3); contains Interpro domain(s)  IPR003959  ATPase, AAA-type, core ",AT3G16290.1 ,EMB2083 | EMB2083 (embryo defective 2083); ATP binding / ATP-dependent peptidase/ ATPase/ metalloendopeptidase/ metallopeptidase/ nucleoside-triphosphatase/ nucleotide binding / serine-type endopeptidase | chr3:5521187-5524995 REVERSE, 1150 bits (2976),0, 598/867 (68%)
Solyc08g008020.1.1,-0.5518732,4.98988537,0.000592976,0.023371648,SL2.40ch08,2518581,2521583,"Phosphoribosylanthranilate transferase (Fragment) (AHRD V1 *--- Q43085_PEA); contains Interpro domain(s)  IPR013583  Phosphoribosyltransferase C-terminal, plant ",AT4G11610.1 ,C2 domain-containing protein | chr4:7013956-7017846 REVERSE, 1574 bits (4076),0, 747/1018 (73%)
Solyc06g050120.2.1,-0.232249314,9.55558174,0.000595096,0.023401664,SL2.40ch06,28971861,28974038,Ribosomal protein L7a (AHRD V1 ***- A8J567_CHLRE); contains Interpro domain(s)  IPR001921  Ribosomal protein L7A ,AT3G62870.1 ,60S ribosomal protein L7A (RPL7aB) | chr3:23242862-23244273 REVERSE, 451 bits (1159), e-127, 215/259 (83%)
Solyc03g121060.2.1,0.683210253,5.06511983,0.000598544,0.023446497,SL2.40ch03,63350693,63353201,Auxin response factor 9 (AHRD V1 *-** ARFI_ARATH); contains Interpro domain(s)  IPR003311  AUX/IAA protein ,AT3G16500.1 ,"PAP1, IAA26 | PAP1 (PHYTOCHROME-ASSOCIATED PROTEIN 1); transcription factor | chr3:5612801-5614208 REVERSE", 227 bits (579),6.00E-60, 135/275 (49%)
Solyc08g068310.2.1,-0.306166946,8.031963918,0.000598958,0.023446497,SL2.40ch08,54615972,54621953,RNA-binding La domain protein (AHRD V1 *--- B8NID1_ASPFN); contains Interpro domain(s)  IPR014886  RNA binding motif ,AT4G32720.2 ,AtLa1 | AtLa1 (Arabidopsis thaliana La protein 1); RNA binding | chr4:15787313-15789498 FORWARD, 414 bits (1063), e-116, 239/455 (52%)
Solyc11g044610.1.1,-0.738827524,6.38351744,0.000608813,0.023778217,SL2.40ch11,35988351,35991910,Cell wall-associated hydrolase (AHRD V1 *-*- D5GZ87_LACCS); contains Interpro domain(s)  IPR019636  Cell wall-associated hydrolase ,.,No significant hit found,.,.,.
Solyc08g082250.2.1,-0.404071527,6.020685542,0.000620326,0.024173084,SL2.40ch08,62259660,62264948,"Endoglucanase 1 (AHRD V1 ***- B6U0J0_MAIZE); contains Interpro domain(s)  IPR008928  Six-hairpin glycosidase-like  IPR012341  Six-hairpin glycosidase  IPR018221  Glycoside hydrolase, family 9, active site  IPR001701  Glycoside hydrolase, family 9 ",AT1G64390.1 ,"AtGH9C2 | AtGH9C2 (Arabidopsis thaliana glycosyl hydrolase 9C2); carbohydrate binding / catalytic/ hydrolase, hydrolyzing O-glycosyl compounds | chr1:23911329-23914642 FORWARD", 962 bits (2487),0, 461/609 (75%)
Solyc06g074720.2.1,0.266845143,8.026296672,0.000621951,0.024181662,SL2.40ch06,42639045,42643117,"MKI67 FHA domain-interacting nucleolar phosphoprotein-like (AHRD V1 **-- B6THB2_MAIZE); contains Interpro domain(s)  IPR012677  Nucleotide-binding, alpha-beta plait ",AT5G04600.1 ,RNA recognition motif (RRM)-containing protein | chr5:1323700-1325486 FORWARD, 245 bits (626),1.00E-65, 116/190 (61%)
Solyc08g080780.2.1,0.272392377,7.739812414,0.000626623,0.024308449,SL2.40ch08,61145282,61151153,SKIP interacting protein 24 (Fragment) (AHRD V1 *--- B8Q8B0_ORYSI),AT1G63300.1 ,unknown protein | chr1:23482193-23486067 FORWARD, 865 bits (2234),0, 521/1084 (48%)
Solyc12g098700.1.1,-0.383052404,7.287003069,0.000628383,0.024321943,SL2.40ch12,64460870,64464313,"ATP dependent RNA helicase (AHRD V1 *-*- B3LNW9_YEAS1); contains Interpro domain(s)  IPR011545  DNA/RNA helicase, DEAD/DEAH box type, N-terminal ",AT1G20920.1 ,"DEAD box RNA helicase, putative | chr1:7285342-7288842 FORWARD", 1333 bits (3449),0, 703/985 (71%)
Solyc01g095460.2.1,0.542885003,4.925242924,0.000638987,0.024622945,SL2.40ch01,78463593,78470070,"G-box binding factor 3 (AHRD V1 **** D7LDY1_ARALY); contains Interpro domain(s)  IPR012900  G-box binding, MFMR ",AT2G46270.1 ,GBF3 | GBF3 (G-BOX BINDING FACTOR 3); sequence-specific DNA binding / transcription factor | chr2:19000859-19002901 FORWARD, 355 bits (911),3.00E-98, 215/423 (50%)
Solyc04g077150.2.1,-0.494720287,5.951706857,0.000639019,0.024622945,SL2.40ch04,59679792,59682733,Erg28 like protein expressed (AHRD V1 ***- Q2QLQ4_ORYSJ); contains Interpro domain(s)  IPR005352  Erg28-like ,AT1G10030.1 ,ERG28 | ERG28 (Arabidopsis homolog of yeast ergosterol28) | chr1:3273972-3275631 FORWARD, 207 bits (528),1.00E-54, 98/127 (77%)
Solyc02g067070.2.1,0.891802801,3.641293292,0.000648604,0.02493649,SL2.40ch02,31881479,31885739,"Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR003604  Zinc finger, U1-type ",AT5G61190.1 ,zinc finger protein-related | chr5:24615480-24619886 FORWARD, 65.1 bits (157),7.00E-11, 47/166 (28%)
Solyc07g048090.1.1,-0.510275941,4.747524654,0.000650239,0.024943672,SL2.40ch07,56600229,56600927,Fasciclin-like arabinogalactan protein 2 (AHRD V1 ***- A9XTK7_GOSHI); contains Interpro domain(s)  IPR000782  FAS1 domain ,AT2G04780.2 ,FLA7 | FLA7 (FASCICLIN-LIKE ARABINOOGALACTAN 7) | chr2:1677488-1678252 FORWARD, 234 bits (598),2.00E-62, 139/224 (62%)
Solyc04g079970.2.1,0.39146961,6.913586581,0.000663562,0.02539821,SL2.40ch04,61876931,61880760,"Ubiquitin-conjugating enzyme E2 11 (AHRD V1 ***- UBC11_ARATH); contains Interpro domain(s)  IPR000608  Ubiquitin-conjugating enzyme, E2 ",AT4G36800.2 ,RCE1 | RCE1 (RUB1 CONJUGATING ENZYME 1); NEDD8 ligase/ small conjugating protein ligase | chr4:17341237-17342148 REVERSE, 333 bits (854),3.00E-92, 156/184 (84%)
Solyc01g104030.2.1,-0.928472954,3.178805686,0.00067113,0.025630912,SL2.40ch01,84255077,84260752,Inward rectifier potassium channel-like protein (Fragment) (AHRD V1 *-** Q1W7D1_SOLLC); contains Interpro domain(s)  IPR000595  Cyclic nucleotide-binding ,AT4G22200.1 ,"AKT2/3, AKT3, AKT2 | AKT2/3 (ARABIDOPSIS POTASSIUM TRANSPORT 2/3); cyclic nucleotide binding / inward rectifier potassium channel/ protein binding | chr4:11746666-11750091 REVERSE", 1060 bits (2742),0, 512/794 (64%)
Solyc11g056310.1.1,-0.321876395,7.355322212,0.000687756,0.026207749,SL2.40ch11,43097177,43097491,30S ribosomal protein S13 (AHRD V1 ***- D3L425_9BACT); contains Interpro domain(s)  IPR001892  Ribosomal protein S13 ,.,No significant hit found,.,.,.
Solyc03g078020.2.1,-0.708888441,3.764233025,0.000690478,0.026253423,SL2.40ch03,42504238,42519207,Peptide chain release factor 1 (AHRD V1 **** B6U6C9_MAIZE); contains Interpro domain(s)  IPR004373  Peptide chain release factor 1 ,AT2G47020.1 ,"peptide chain release factor, putative | chr2:19320090-19322279 REVERSE", 468 bits (1204), e-132, 226/283 (79%)
Solyc11g008270.1.1,0.670632262,4.306268097,0.000696477,0.026423173,SL2.40ch11,2495548,2498063,Genomic DNA chromosome 3 P1 clone MSJ11 (AHRD V1 **-- Q9LW02_ARATH),AT3G54880.1 ,unknown protein | chr3:20337078-20337786 REVERSE, 119 bits (298),4.00E-28, 61/112 (54%)
Solyc06g006080.2.1,-0.611069279,4.779213995,0.000701206,0.026522134,SL2.40ch06,1109115,1112713,Phosphomethylpyrimidine synthase (AHRD V1 ***- C7MPZ7_SACVD); contains Interpro domain(s)  IPR002817  Thiamine biosynthesis protein ThiC ,AT2G29630.1 ,THIC | THIC (ThiaminC); ADP-ribose pyrophosphohydrolase/ catalytic/ iron-sulfur cluster binding | chr2:12667395-12669569 FORWARD, 1145 bits (2962),0, 545/644 (84%)
Solyc03g006490.2.1,0.561410542,8.822689016,0.000702165,0.026522134,SL2.40ch03,1074627,1077380,Aluminum-induced protein-like (AHRD V1 ***- Q9FG81_ARATH),AT4G27450.1 ,unknown protein | chr4:13727665-13728683 REVERSE, 331 bits (848),3.00E-91, 158/249 (63%)
Solyc01g007500.2.1,-0.425304502,8.341561684,0.00071075,0.026706062,SL2.40ch01,1869602,1871620,"Photosystem II CP47 chlorophyll apoprotein (AHRD V1 ***- D3WBA3_9BORA); contains Interpro domain(s)  IPR017486  Photosystem II, PsbB ",ATCG00680.1 ,"PSBB | encodes for CP47, subunit of the photosystem II reaction center. | chrC:72371-73897 FORWARD", 1026 bits (2652),0, 500/507 (98%)
Solyc08g008220.2.1,0.25527329,8.280279913,0.000710987,0.026706062,SL2.40ch08,2668832,2672512,"Ubiquitin-conjugating enzyme E2 10 (AHRD V1 ***- UBC10_ARATH); contains Interpro domain(s)  IPR000608  Ubiquitin-conjugating enzyme, E2 ",AT5G53300.2 ,UBC10 | UBC10 (ubiquitin-conjugating enzyme 10); ubiquitin-protein ligase | chr5:21632802-21633989 REVERSE, 303 bits (776),3.00E-83, 144/148 (97%)
Solyc04g014360.2.1,0.539591306,5.30847007,0.000711686,0.026706062,SL2.40ch04,4614412,4616761,Transcription factor SPATULA (AHRD V1 *-** SPT_ARATH); contains Interpro domain(s)  IPR001092  Basic helix-loop-helix dimerisation region bHLH ,AT1G68810.1 ,basic helix-loop-helix (bHLH) family protein | chr1:25861289-25862882 FORWARD, 129 bits (323),2.00E-30, 88/226 (38%)
